Departure_Station,Return_Station,,1
0055 Keefer & Columbia,0205 Pine & 10th,,3
0078 Nelson & Mainland,0001 10th & Cambie,,26
0106 Heather & 14th,0106 Heather & 14th,,1
0053 Keefer & Abbott,0108 Cypress & 1st,,1
0053 Keefer & Abbott,0001 10th & Cambie,,45
0004 Yaletown-Roundhouse Station,0040 Cardero & Davie,,6
0101 Stanley Park - Vancouver Aquarium,0012 Dunsmuir & Richards,,12
0015 Granville & Georgia,0004 Yaletown-Roundhouse Station,,13
0150 Alexander & Main,0139 Burrard & 4th,,3
0166 Alder & 11th,0010 Stamps Landing,,6
0099 Vancouver Art Gallery - North Plaza,0101 Stanley Park - Vancouver Aquarium,,6
0072 14th & Cambie,0030 Abbott & Cordova,,4
0138 Richards & Helmcken,0009 Spyglass & Seawall,,4
0054 Expo & Carrall,0073 Ontario & 5th,,17
0165 Columbia & 4th,0218 Carrall & Seawall,,30
0063 Robson & Granville,0209 Stanley Park - Information Booth,,17
0070 10th & Granville,0112 10th & Oak,,99
0087 Broughton & Burnaby,0025 Homer & Robson,,4
0088 Harwood & Bute,0204 York & Yew,,6
0112 10th & Oak,0026 Beatty & Robson,,14
0010 Stamps Landing,0138 Richards & Helmcken,,5
0066 Anderson & 2nd,0068 Cypress & Broadway,,28
0107 8th & Ontario,0092 Chilco & Barclay,,2
0037 Hornby & Nelson,0048 Comox & Broughton,,61
0008 8th & Ash,0107 8th & Ontario,,49
0065 Cypress & Cornwall,0060 Bidwell & Burnaby,,22
0063 Robson & Granville,0174 1st & Ontario,,19
0048 Comox & Broughton,0092 Chilco & Barclay,,41
0070 10th & Granville,0134 14th & Main,,17
0080 Laurel & Broadway,0031 Morton & Denman,,2
0137 Beach & Seymour,0065 Cypress & Cornwall,,10
0015 Granville & Georgia,0066 Anderson & 2nd,,7
0171 5th & Yukon,0005 Dunsmuir & Beatty,,16
0082 Richards & Davie,0002 Burrard Station,,16
0060 Bidwell & Burnaby,0137 Beach & Seymour,,23
0063 Robson & Granville,0066 Anderson & 2nd,,41
0602 Olympic Village Station - Parking Lot,0010 Stamps Landing,,32
0060 Bidwell & Burnaby,0015 Granville & Georgia,,29
0027 Beatty & Nelson,0171 5th & Yukon,,32
0138 Richards & Helmcken,0601 Olympic Village Station,,1
0136 David Lam Park - West,0057 Marinaside & Cooperage,,58
0048 Comox & Broughton,0066 Anderson & 2nd,,11
0123 Georgia & Thurlow,0096 Nicola & Robson,,27
0053 Keefer & Abbott,0123 Georgia & Thurlow,,12
0152 Arbutus Greenway & 14th,0153 Arbutus Greenway & Fir,,21
0171 5th & Yukon,0204 York & Yew,,5
0150 Alexander & Main,0171 5th & Yukon,,4
0113 Arbutus & 16th,0099 Vancouver Art Gallery - North Plaza,,7
0174 1st & Ontario,0150 Alexander & Main,,69
0107 8th & Ontario,0001 10th & Cambie,,39
0173 Columbia & 2nd,0167 Cordova & Columbia,,8
0076 Cypress & 4th,0140 Burrard & 7th,,18
0048 Comox & Broughton,0136 David Lam Park - West,,2
0083 Aquatic Centre,0058 Homer & Smithe,,40
0031 Morton & Denman,0076 Cypress & 4th,,7
0112 10th & Oak,0008 8th & Ash,,9
0010 Stamps Landing,0063 Robson & Granville,,18
0078 Nelson & Mainland,0084 Sunset Beach West,,12
0072 14th & Cambie,0060 Bidwell & Burnaby,,1
0052 Cambie & Water,0017 Marinaside & Davie,,74
0036 Bute & Robson,0053 Keefer & Abbott,,26
0082 Richards & Davie,0076 Cypress & 4th,,10
0031 Morton & Denman,0028 Davie & Beach,,79
0039 Helmcken & Burrard,0115 Cypress & 16th,,3
0065 Cypress & Cornwall,0109 7th & Arbutus,,62
0148 Quebec & Milross,0107 8th & Ontario,,10
0007 12th & Yukon,0037 Hornby & Nelson,,5
0087 Broughton & Burnaby,0019 Robson & Hornby,,28
0209 Stanley Park - Information Booth,0044 Richards & Beach,,23
0002 Burrard Station,0096 Nicola & Robson,,30
0129 Richards & Robson,0201 Shaw Tower,,16
0015 Granville & Georgia,0079 Nelson & Richards,,23
0110 5th & Arbutus,0082 Richards & Davie,,4
0187 Bute & Davie,0147 Chestnut & McNicoll,,3
0203 Pine & 14th,0012 Dunsmuir & Richards,,3
0129 Richards & Robson,0139 Burrard & 4th,,4
0165 Columbia & 4th,0015 Granville & Georgia,,1
0212 Union & Gore,0108 Cypress & 1st,,2
0076 Cypress & 4th,0154 Kitsilano Beach Park,,65
0153 Arbutus Greenway & Fir,0204 York & Yew,,23
0030 Abbott & Cordova,0173 Columbia & 2nd,,35
0058 Homer & Smithe,0032 Comox & Denman,,18
0159 Vine & 4th,0032 Comox & Denman,,9
0082 Richards & Davie,0093 Chilco & Robson,,6
0001 10th & Cambie,0026 Beatty & Robson,,14
0073 Ontario & 5th,0035 Coal Harbour Community Centre,,3
0055 Keefer & Columbia,0010 Stamps Landing,,30
0012 Dunsmuir & Richards,0108 Cypress & 1st,,4
0036 Bute & Robson,0078 Nelson & Mainland,,11
0147 Chestnut & McNicoll,0060 Bidwell & Burnaby,,18
0130 Heather & 16th,0133 Ontario & 16th,,16
0138 Richards & Helmcken,0032 Comox & Denman,,9
0050 Bute & Comox,0154 Kitsilano Beach Park,,19
0140 Burrard & 7th,0024 Hornby & Pender,,6
0096 Nicola & Robson,0201 Shaw Tower,,6
0072 14th & Cambie,0148 Quebec & Milross,,1
0048 Comox & Broughton,0076 Cypress & 4th,,1
0024 Hornby & Pender,0601 Olympic Village Station,,5
0060 Bidwell & Burnaby,0136 David Lam Park - West,,45
0060 Bidwell & Burnaby,0154 Kitsilano Beach Park,,38
0218 Carrall & Seawall,0053 Keefer & Abbott,,36
0212 Union & Gore,0136 David Lam Park - West,,4
0068 Cypress & Broadway,0147 Chestnut & McNicoll,,1
0033 Robson & Denman,0048 Comox & Broughton,,62
0070 10th & Granville,0039 Helmcken & Burrard,,8
0025 Homer & Robson,0035 Coal Harbour Community Centre,,6
0026 Beatty & Robson,0057 Marinaside & Cooperage,,32
0002 Burrard Station,0053 Keefer & Abbott,,12
0001 10th & Cambie,0196 Drake & Hornby,,4
0012 Dunsmuir & Richards,0159 Vine & 4th,,2
0155 Arbutus & McNicoll,0011 Ontario & Seawall,,99
0104 Stanley Park - Second Beach South,0036 Bute & Robson,,61
0017 Marinaside & Davie,0033 Robson & Denman,,23
0099 Vancouver Art Gallery - North Plaza,0078 Nelson & Mainland,,2
0102 Stanley Park - Second Beach North,0024 Hornby & Pender,,40
0108 Cypress & 1st,0028 Davie & Beach,,3
0171 5th & Yukon,0004 Yaletown-Roundhouse Station,,11
0001 10th & Cambie,0076 Cypress & 4th,,6
0024 Hornby & Pender,0139 Burrard & 4th,,13
0101 Stanley Park - Vancouver Aquarium,0017 Marinaside & Davie,,4
0110 5th & Arbutus,0007 12th & Yukon,,5
0024 Hornby & Pender,0153 Arbutus Greenway & Fir,,14
0082 Richards & Davie,0004 Yaletown-Roundhouse Station,,12
0050 Bute & Comox,0030 Abbott & Cordova,,37
0005 Dunsmuir & Beatty,0197 1st & Main,,7
0187 Bute & Davie,0171 5th & Yukon,,3
0204 York & Yew,0016 Pender & Burrard,,9
0106 Heather & 14th,0066 Anderson & 2nd,,18
0159 Vine & 4th,0196 Drake & Hornby,,14
0138 Richards & Helmcken,0165 Columbia & 4th,,3
0137 Beach & Seymour,0101 Stanley Park - Vancouver Aquarium,,6
0204 York & Yew,0058 Homer & Smithe,,12
0110 5th & Arbutus,0174 1st & Ontario,,6
0089 Burrard & Drake,0081 7th & Heather,,3
0159 Vine & 4th,0044 Richards & Beach,,20
0171 5th & Yukon,0012 Dunsmuir & Richards,,55
0002 Burrard Station,0101 Stanley Park - Vancouver Aquarium,,18
0073 Ontario & 5th,0107 8th & Ontario,,53
0173 Columbia & 2nd,0173 Columbia & 2nd,,1
0087 Broughton & Burnaby,0083 Aquatic Centre,,6
0167 Cordova & Columbia,0073 Ontario & 5th,,14
0089 Burrard & Drake,0064 Expo & Smithe,,13
0165 Columbia & 4th,0004 Yaletown-Roundhouse Station,,6
0015 Granville & Georgia,0154 Kitsilano Beach Park,,4
0076 Cypress & 4th,0167 Cordova & Columbia,,10
0063 Robson & Granville,0204 York & Yew,,23
0066 Anderson & 2nd,0096 Nicola & Robson,,10
0083 Aquatic Centre,0155 Arbutus & McNicoll,,55
0208 Arbutus Greenway & Broadway,0176 10th & Ontario,,39
0096 Nicola & Robson,0104 Stanley Park - Second Beach South,,36
0004 Yaletown-Roundhouse Station,0092 Chilco & Barclay,,12
0132 14th & Ontario,0063 Robson & Granville,,7
0041 Cardero & Robson,0174 1st & Ontario,,6
0134 14th & Main,0010 Stamps Landing,,11
0212 Union & Gore,0166 Alder & 11th,,2
0123 Georgia & Thurlow,0088 Harwood & Bute,,19
0205 Pine & 10th,0130 Heather & 16th,,7
0081 7th & Heather,0197 1st & Main,,8
0159 Vine & 4th,0063 Robson & Granville,,19
0008 8th & Ash,0137 Beach & Seymour,,4
0064 Expo & Smithe,0009 Spyglass & Seawall,,5
0005 Dunsmuir & Beatty,0172 10th & Columbia,,4
0209 Stanley Park - Information Booth,0016 Pender & Burrard,,77
0099 Vancouver Art Gallery - North Plaza,0109 7th & Arbutus,,8
0212 Union & Gore,0078 Nelson & Mainland,,7
0089 Burrard & Drake,0028 Davie & Beach,,48
0026 Beatty & Robson,0070 10th & Granville,,6
0079 Nelson & Richards,0197 1st & Main,,16
0026 Beatty & Robson,0041 Cardero & Robson,,2
0104 Stanley Park - Second Beach South,0174 1st & Ontario,,38
0176 10th & Ontario,0017 Marinaside & Davie,,7
0055 Keefer & Columbia,0002 Burrard Station,,16
0016 Pender & Burrard,0079 Nelson & Richards,,38
0063 Robson & Granville,0153 Arbutus Greenway & Fir,,4
0002 Burrard Station,0024 Hornby & Pender,,14
0088 Harwood & Bute,0048 Comox & Broughton,,7
0134 14th & Main,0212 Union & Gore,,4
0123 Georgia & Thurlow,0002 Burrard Station,,11
0012 Dunsmuir & Richards,0071 14th & Granville,,1
0150 Alexander & Main,0063 Robson & Granville,,12
0004 Yaletown-Roundhouse Station,0073 Ontario & 5th,,26
0079 Nelson & Richards,0083 Aquatic Centre,,27
0039 Helmcken & Burrard,0055 Keefer & Columbia,,14
0028 Davie & Beach,0066 Anderson & 2nd,,133
0172 10th & Columbia,0028 Davie & Beach,,4
0026 Beatty & Robson,0014 Canada Place,,25
0001 10th & Cambie,0165 Columbia & 4th,,18
0027 Beatty & Nelson,0602 Olympic Village Station - Parking Lot,,35
0041 Cardero & Robson,0602 Olympic Village Station - Parking Lot,,1
0002 Burrard Station,0201 Shaw Tower,,15
0079 Nelson & Richards,0011 Ontario & Seawall,,13
0012 Dunsmuir & Richards,0007 12th & Yukon,,7
0008 8th & Ash,0601 Olympic Village Station,,2
0140 Burrard & 7th,0139 Burrard & 4th,,17
0025 Homer & Robson,0012 Dunsmuir & Richards,,17
0005 Dunsmuir & Beatty,0092 Chilco & Barclay,,5
0209 Stanley Park - Information Booth,0082 Richards & Davie,,20
0012 Dunsmuir & Richards,0066 Anderson & 2nd,,9
0008 8th & Ash,0015 Granville & Georgia,,7
0087 Broughton & Burnaby,0208 Arbutus Greenway & Broadway,,3
0138 Richards & Helmcken,0209 Stanley Park - Information Booth,,2
0129 Richards & Robson,0083 Aquatic Centre,,19
0196 Drake & Hornby,0148 Quebec & Milross,,8
0209 Stanley Park - Information Booth,0017 Marinaside & Davie,,29
0068 Cypress & Broadway,0001 10th & Cambie,,15
0206 8th & Scotia,0129 Richards & Robson,,1
0602 Olympic Village Station - Parking Lot,0055 Keefer & Columbia,,20
0123 Georgia & Thurlow,0079 Nelson & Richards,,19
0208 Arbutus Greenway & Broadway,0053 Keefer & Abbott,,9
0071 14th & Granville,0106 Heather & 14th,,19
0176 10th & Ontario,0030 Abbott & Cordova,,11
0015 Granville & Georgia,0108 Cypress & 1st,,2
0092 Chilco & Barclay,0063 Robson & Granville,,51
0166 Alder & 11th,0030 Abbott & Cordova,,3
0011 Ontario & Seawall,0102 Stanley Park - Second Beach North,,66
0601 Olympic Village Station,0601 Olympic Village Station,,1
0187 Bute & Davie,0078 Nelson & Mainland,,5
0008 8th & Ash,0073 Ontario & 5th,,11
0129 Richards & Robson,0089 Burrard & Drake,,38
0012 Dunsmuir & Richards,0076 Cypress & 4th,,8
0197 1st & Main,0011 Ontario & Seawall,,45
0153 Arbutus Greenway & Fir,0211 14th & Alder,,32
0198 6th & Main,0008 8th & Ash,,8
0113 Arbutus & 16th,0113 Arbutus & 16th,,1
0009 Spyglass & Seawall,0125 Hamilton & Robson,,2
0212 Union & Gore,0070 10th & Granville,,2
0002 Burrard Station,0035 Coal Harbour Community Centre,,48
0601 Olympic Village Station,0019 Robson & Hornby,,13
0072 14th & Cambie,0072 14th & Cambie,,1
0002 Burrard Station,0107 8th & Ontario,,5
0198 6th & Main,0167 Cordova & Columbia,,11
0171 5th & Yukon,0148 Quebec & Milross,,5
0089 Burrard & Drake,0079 Nelson & Richards,,13
0016 Pender & Burrard,0197 1st & Main,,13
0172 10th & Columbia,0072 14th & Cambie,,32
0206 8th & Scotia,0107 8th & Ontario,,22
0012 Dunsmuir & Richards,0109 7th & Arbutus,,7
0002 Burrard Station,0204 York & Yew,,16
0150 Alexander & Main,0002 Burrard Station,,11
0072 14th & Cambie,0080 Laurel & Broadway,,9
0015 Granville & Georgia,0092 Chilco & Barclay,,10
0073 Ontario & 5th,0055 Keefer & Columbia,,38
0112 10th & Oak,0208 Arbutus Greenway & Broadway,,64
0087 Broughton & Burnaby,0017 Marinaside & Davie,,6
0052 Cambie & Water,0209 Stanley Park - Information Booth,,20
0106 Heather & 14th,0080 Laurel & Broadway,,3
0037 Hornby & Nelson,0008 8th & Ash,,5
0088 Harwood & Bute,0092 Chilco & Barclay,,12
0101 Stanley Park - Vancouver Aquarium,0032 Comox & Denman,,14
0096 Nicola & Robson,0137 Beach & Seymour,,2
0012 Dunsmuir & Richards,0096 Nicola & Robson,,8
0072 14th & Cambie,0011 Ontario & Seawall,,6
0167 Cordova & Columbia,0150 Alexander & Main,,14
0106 Heather & 14th,0008 8th & Ash,,9
0008 8th & Ash,0125 Hamilton & Robson,,6
0047 Chilco & Beach,0148 Quebec & Milross,,6
0005 Dunsmuir & Beatty,0008 8th & Ash,,13
0112 10th & Oak,0010 Stamps Landing,,1
0196 Drake & Hornby,0096 Nicola & Robson,,23
0166 Alder & 11th,0065 Cypress & Cornwall,,2
0123 Georgia & Thurlow,0064 Expo & Smithe,,4
0173 Columbia & 2nd,0211 14th & Alder,,5
0137 Beach & Seymour,0601 Olympic Village Station,,5
0129 Richards & Robson,0040 Cardero & Davie,,2
0058 Homer & Smithe,0036 Bute & Robson,,11
0064 Expo & Smithe,0187 Bute & Davie,,21
0206 8th & Scotia,0159 Vine & 4th,,3
0041 Cardero & Robson,0031 Morton & Denman,,12
0011 Ontario & Seawall,0047 Chilco & Beach,,36
0601 Olympic Village Station,0007 12th & Yukon,,2
0152 Arbutus Greenway & 14th,0159 Vine & 4th,,17
0093 Chilco & Robson,0016 Pender & Burrard,,59
0133 Ontario & 16th,0028 Davie & Beach,,1
0036 Bute & Robson,0011 Ontario & Seawall,,8
0218 Carrall & Seawall,0066 Anderson & 2nd,,134
0019 Robson & Hornby,0093 Chilco & Robson,,13
0048 Comox & Broughton,0209 Stanley Park - Information Booth,,9
0047 Chilco & Beach,0028 Davie & Beach,,45
0102 Stanley Park - Second Beach North,0218 Carrall & Seawall,,9
0134 14th & Main,0054 Expo & Carrall,,4
0072 14th & Cambie,0165 Columbia & 4th,,4
0066 Anderson & 2nd,0073 Ontario & 5th,,52
0115 Cypress & 16th,0171 5th & Yukon,,1
0176 10th & Ontario,0070 10th & Granville,,40
0055 Keefer & Columbia,0035 Coal Harbour Community Centre,,12
0007 12th & Yukon,0005 Dunsmuir & Beatty,,1
0084 Sunset Beach West,0033 Robson & Denman,,22
0068 Cypress & Broadway,0089 Burrard & Drake,,28
0072 14th & Cambie,0044 Richards & Beach,,1
0198 6th & Main,0040 Cardero & Davie,,1
0201 Shaw Tower,0011 Ontario & Seawall,,15
0078 Nelson & Mainland,0602 Olympic Village Station - Parking Lot,,35
0119 3rd & Quebec,0125 Hamilton & Robson,,6
0137 Beach & Seymour,0212 Union & Gore,,1
0047 Chilco & Beach,0171 5th & Yukon,,9
0039 Helmcken & Burrard,0165 Columbia & 4th,,6
0050 Bute & Comox,0208 Arbutus Greenway & Broadway,,6
0115 Cypress & 16th,0070 10th & Granville,,8
0152 Arbutus Greenway & 14th,0050 Bute & Comox,,4
0025 Homer & Robson,0209 Stanley Park - Information Booth,,4
0017 Marinaside & Davie,0009 Spyglass & Seawall,,48
0102 Stanley Park - Second Beach North,0150 Alexander & Main,,7
0174 1st & Ontario,0137 Beach & Seymour,,16
0173 Columbia & 2nd,0001 10th & Cambie,,81
0048 Comox & Broughton,0198 6th & Main,,2
0088 Harwood & Bute,0011 Ontario & Seawall,,16
0176 10th & Ontario,0057 Marinaside & Cooperage,,8
0088 Harwood & Bute,0108 Cypress & 1st,,3
0088 Harwood & Bute,0174 1st & Ontario,,9
0089 Burrard & Drake,0102 Stanley Park - Second Beach North,,47
0047 Chilco & Beach,0015 Granville & Georgia,,7
0176 10th & Ontario,0211 14th & Alder,,15
0119 3rd & Quebec,0174 1st & Ontario,,1
0152 Arbutus Greenway & 14th,0106 Heather & 14th,,33
0081 7th & Heather,0030 Abbott & Cordova,,21
0081 7th & Heather,0017 Marinaside & Davie,,10
0054 Expo & Carrall,0055 Keefer & Columbia,,18
0069 7th & Granville,0055 Keefer & Columbia,,4
0032 Comox & Denman,0078 Nelson & Mainland,,8
0036 Bute & Robson,0109 7th & Arbutus,,6
0070 10th & Granville,0601 Olympic Village Station,,2
0171 5th & Yukon,0044 Richards & Beach,,5
0209 Stanley Park - Information Booth,0089 Burrard & Drake,,30
0218 Carrall & Seawall,0109 7th & Arbutus,,6
0172 10th & Columbia,0133 Ontario & 16th,,14
0109 7th & Arbutus,0053 Keefer & Abbott,,10
0083 Aquatic Centre,0019 Robson & Hornby,,46
0058 Homer & Smithe,0096 Nicola & Robson,,3
0002 Burrard Station,0125 Hamilton & Robson,,15
0201 Shaw Tower,0047 Chilco & Beach,,83
0083 Aquatic Centre,0033 Robson & Denman,,76
0026 Beatty & Robson,0209 Stanley Park - Information Booth,,3
0039 Helmcken & Burrard,0167 Cordova & Columbia,,21
0137 Beach & Seymour,0025 Homer & Robson,,16
0048 Comox & Broughton,0174 1st & Ontario,,3
0066 Anderson & 2nd,0071 14th & Granville,,30
0004 Yaletown-Roundhouse Station,0012 Dunsmuir & Richards,,21
0048 Comox & Broughton,0105 Stanley Park - Totem Poles,,6
0070 10th & Granville,0066 Anderson & 2nd,,22
0054 Expo & Carrall,0057 Marinaside & Cooperage,,17
0088 Harwood & Bute,0218 Carrall & Seawall,,4
0066 Anderson & 2nd,0196 Drake & Hornby,,96
0132 14th & Ontario,0176 10th & Ontario,,12
0064 Expo & Smithe,0218 Carrall & Seawall,,9
0071 14th & Granville,0088 Harwood & Bute,,1
0206 8th & Scotia,0148 Quebec & Milross,,3
0137 Beach & Seymour,0027 Beatty & Nelson,,28
0068 Cypress & Broadway,0152 Arbutus Greenway & 14th,,5
0002 Burrard Station,0206 8th & Scotia,,4
0064 Expo & Smithe,0174 1st & Ontario,,24
0138 Richards & Helmcken,0081 7th & Heather,,2
0064 Expo & Smithe,0015 Granville & Georgia,,17
0016 Pender & Burrard,0084 Sunset Beach West,,5
0064 Expo & Smithe,0028 Davie & Beach,,22
0133 Ontario & 16th,0054 Expo & Carrall,,2
0069 7th & Granville,0083 Aquatic Centre,,7
0171 5th & Yukon,0014 Canada Place,,38
0139 Burrard & 4th,0187 Bute & Davie,,6
0017 Marinaside & Davie,0173 Columbia & 2nd,,14
0004 Yaletown-Roundhouse Station,0174 1st & Ontario,,161
0008 8th & Ash,0196 Drake & Hornby,,18
0014 Canada Place,0087 Broughton & Burnaby,,19
0130 Heather & 16th,0063 Robson & Granville,,4
0002 Burrard Station,0066 Anderson & 2nd,,35
0073 Ontario & 5th,0174 1st & Ontario,,38
0201 Shaw Tower,0174 1st & Ontario,,38
0070 10th & Granville,0084 Sunset Beach West,,7
0072 14th & Cambie,0139 Burrard & 4th,,3
0047 Chilco & Beach,0064 Expo & Smithe,,6
0036 Bute & Robson,0108 Cypress & 1st,,2
0997 WareHouse Workshop,0150 Alexander & Main,,2
0147 Chestnut & McNicoll,0108 Cypress & 1st,,3
0073 Ontario & 5th,0027 Beatty & Nelson,,17
0064 Expo & Smithe,0125 Hamilton & Robson,,14
0087 Broughton & Burnaby,0070 10th & Granville,,1
0171 5th & Yukon,0201 Shaw Tower,,6
0154 Kitsilano Beach Park,0150 Alexander & Main,,6
0208 Arbutus Greenway & Broadway,0134 14th & Main,,9
0024 Hornby & Pender,0060 Bidwell & Burnaby,,56
0069 7th & Granville,0165 Columbia & 4th,,38
0148 Quebec & Milross,0197 1st & Main,,3
0031 Morton & Denman,0154 Kitsilano Beach Park,,22
0030 Abbott & Cordova,0084 Sunset Beach West,,7
0050 Bute & Comox,0033 Robson & Denman,,27
0105 Stanley Park - Totem Poles,0123 Georgia & Thurlow,,18
0035 Coal Harbour Community Centre,0033 Robson & Denman,,96
0096 Nicola & Robson,0028 Davie & Beach,,23
0102 Stanley Park - Second Beach North,0050 Bute & Comox,,50
0171 5th & Yukon,0089 Burrard & Drake,,10
0099 Vancouver Art Gallery - North Plaza,0030 Abbott & Cordova,,19
0148 Quebec & Milross,0008 8th & Ash,,8
0150 Alexander & Main,0105 Stanley Park - Totem Poles,,1
0078 Nelson & Mainland,0134 14th & Main,,9
0024 Hornby & Pender,0052 Cambie & Water,,25
0110 5th & Arbutus,0044 Richards & Beach,,4
0150 Alexander & Main,0165 Columbia & 4th,,5
0196 Drake & Hornby,0080 Laurel & Broadway,,3
0044 Richards & Beach,0123 Georgia & Thurlow,,16
0048 Comox & Broughton,0016 Pender & Burrard,,10
0139 Burrard & 4th,0113 Arbutus & 16th,,11
0083 Aquatic Centre,0212 Union & Gore,,7
0087 Broughton & Burnaby,0139 Burrard & 4th,,2
0134 14th & Main,0197 1st & Main,,8
0073 Ontario & 5th,0079 Nelson & Richards,,36
0084 Sunset Beach West,0154 Kitsilano Beach Park,,24
0208 Arbutus Greenway & Broadway,0084 Sunset Beach West,,2
0058 Homer & Smithe,0198 6th & Main,,12
0016 Pender & Burrard,0096 Nicola & Robson,,30
0212 Union & Gore,0010 Stamps Landing,,12
0123 Georgia & Thurlow,0063 Robson & Granville,,13
0052 Cambie & Water,0047 Chilco & Beach,,12
0027 Beatty & Nelson,0119 3rd & Quebec,,13
0107 8th & Ontario,0212 Union & Gore,,4
0071 14th & Granville,0208 Arbutus Greenway & Broadway,,31
0064 Expo & Smithe,0136 David Lam Park - West,,28
0099 Vancouver Art Gallery - North Plaza,0025 Homer & Robson,,5
0081 7th & Heather,0159 Vine & 4th,,14
0026 Beatty & Robson,0107 8th & Ontario,,49
0016 Pender & Burrard,0152 Arbutus Greenway & 14th,,13
0138 Richards & Helmcken,0108 Cypress & 1st,,2
0099 Vancouver Art Gallery - North Plaza,0071 14th & Granville,,7
0001 10th & Cambie,0027 Beatty & Nelson,,19
0012 Dunsmuir & Richards,0078 Nelson & Mainland,,14
0106 Heather & 14th,0166 Alder & 11th,,4
0196 Drake & Hornby,0007 12th & Yukon,,1
0001 10th & Cambie,0154 Kitsilano Beach Park,,8
0044 Richards & Beach,0002 Burrard Station,,43
0107 8th & Ontario,0096 Nicola & Robson,,1
0055 Keefer & Columbia,0107 8th & Ontario,,26
0079 Nelson & Richards,0176 10th & Ontario,,8
0030 Abbott & Cordova,0204 York & Yew,,16
0078 Nelson & Mainland,0065 Cypress & Cornwall,,7
0102 Stanley Park - Second Beach North,0148 Quebec & Milross,,2
0196 Drake & Hornby,0082 Richards & Davie,,33
0106 Heather & 14th,0601 Olympic Village Station,,2
0102 Stanley Park - Second Beach North,0039 Helmcken & Burrard,,20
0137 Beach & Seymour,0041 Cardero & Robson,,12
0201 Shaw Tower,0089 Burrard & Drake,,25
0108 Cypress & 1st,0206 8th & Scotia,,1
0070 10th & Granville,0114 Cypress & 14th,,6
0201 Shaw Tower,0099 Vancouver Art Gallery - North Plaza,,14
0014 Canada Place,0011 Ontario & Seawall,,27
0136 David Lam Park - West,0152 Arbutus Greenway & 14th,,2
0060 Bidwell & Burnaby,0019 Robson & Hornby,,34
0172 10th & Columbia,0201 Shaw Tower,,1
0035 Coal Harbour Community Centre,0089 Burrard & Drake,,27
0076 Cypress & 4th,0060 Bidwell & Burnaby,,11
0123 Georgia & Thurlow,0601 Olympic Village Station,,3
0069 7th & Granville,0201 Shaw Tower,,2
0209 Stanley Park - Information Booth,0039 Helmcken & Burrard,,49
0130 Heather & 16th,0082 Richards & Davie,,2
0028 Davie & Beach,0057 Marinaside & Cooperage,,117
0035 Coal Harbour Community Centre,0092 Chilco & Barclay,,46
0997 WareHouse Workshop,0996 Balancer Bike Check In,,10
0165 Columbia & 4th,0008 8th & Ash,,3
0198 6th & Main,0159 Vine & 4th,,16
0079 Nelson & Richards,0028 Davie & Beach,,42
0171 5th & Yukon,0035 Coal Harbour Community Centre,,1
0212 Union & Gore,0147 Chestnut & McNicoll,,2
0140 Burrard & 7th,0114 Cypress & 14th,,7
0187 Bute & Davie,0014 Canada Place,,20
0152 Arbutus Greenway & 14th,0123 Georgia & Thurlow,,1
0152 Arbutus Greenway & 14th,0070 10th & Granville,,22
0039 Helmcken & Burrard,0104 Stanley Park - Second Beach South,,26
0010 Stamps Landing,0159 Vine & 4th,,14
0102 Stanley Park - Second Beach North,0010 Stamps Landing,,4
0212 Union & Gore,0201 Shaw Tower,,11
0602 Olympic Village Station - Parking Lot,0201 Shaw Tower,,3
0166 Alder & 11th,0153 Arbutus Greenway & Fir,,7
0159 Vine & 4th,0148 Quebec & Milross,,2
0108 Cypress & 1st,0065 Cypress & Cornwall,,2
0130 Heather & 16th,0026 Beatty & Robson,,2
0108 Cypress & 1st,0083 Aquatic Centre,,4
0071 14th & Granville,0218 Carrall & Seawall,,1
0099 Vancouver Art Gallery - North Plaza,0073 Ontario & 5th,,2
0133 Ontario & 16th,0082 Richards & Davie,,6
0112 10th & Oak,0152 Arbutus Greenway & 14th,,3
0138 Richards & Helmcken,0044 Richards & Beach,,10
0053 Keefer & Abbott,0096 Nicola & Robson,,17
0139 Burrard & 4th,0133 Ontario & 16th,,1
0036 Bute & Robson,0137 Beach & Seymour,,7
0015 Granville & Georgia,0001 10th & Cambie,,5
0125 Hamilton & Robson,0025 Homer & Robson,,4
0198 6th & Main,0028 Davie & Beach,,4
0041 Cardero & Robson,0069 7th & Granville,,5
0212 Union & Gore,0153 Arbutus Greenway & Fir,,3
0601 Olympic Village Station,0196 Drake & Hornby,,14
0025 Homer & Robson,0092 Chilco & Barclay,,7
0096 Nicola & Robson,0035 Coal Harbour Community Centre,,7
0208 Arbutus Greenway & Broadway,0198 6th & Main,,7
0108 Cypress & 1st,0171 5th & Yukon,,1
0001 10th & Cambie,0113 Arbutus & 16th,,6
0069 7th & Granville,0050 Bute & Comox,,7
0198 6th & Main,0107 8th & Ontario,,26
0066 Anderson & 2nd,0201 Shaw Tower,,37
0165 Columbia & 4th,0212 Union & Gore,,3
0057 Marinaside & Cooperage,0088 Harwood & Bute,,13
0069 7th & Granville,0039 Helmcken & Burrard,,3
0211 14th & Alder,0015 Granville & Georgia,,1
0102 Stanley Park - Second Beach North,0058 Homer & Smithe,,12
0025 Homer & Robson,0171 5th & Yukon,,2
0096 Nicola & Robson,0060 Bidwell & Burnaby,,10
0102 Stanley Park - Second Beach North,0082 Richards & Davie,,32
